图像编号,裂隙编号,R(mm),P(mm),beta(rad),C(mm)
图2-1.jpg,1,60.90280970281128,141.93056931762177,0.4120086634183635,237.79437002384583
图2-1.jpg,2,99.99999999710799,129.03660180133525,-0.8321325312581976,260.57369031142383
图2-1.jpg,3,70.45868069637228,149.99999999996933,-0.06507281060343804,239.86872088242734
图2-1.jpg,4,37.596325569234295,149.99999999999997,1.2241645085354922,228.27035719488137
图2-1.jpg,5,45.27105355864668,53.54290129757127,-0.8871541680362772,231.35994615091295
图2-2.jpg,1,24.361468988629195,149.99999999998394,1.8343703834787177,228.0277346745428
图2-2.jpg,2,43.68580428228529,40.90634661463965,-3.9381823667065756,260.99520633007745
图2-2.jpg,3,93.23335862630655,119.23594258096263,3.452754780209867,275.50222175801133
图2-2.jpg,4,23.055253345388966,149.99999999987435,3.685282641532635,275.0457605719847
图2-2.jpg,5,88.38977133096444,93.20740056694552,-0.11859941415175901,282.90708943695574
图2-3.jpg,1,16.72312749473474,149.99999999999997,0.7869884813876429,216.6469248755659
图2-3.jpg,2,20.731584303016426,69.8450519627884,1.1486888757653488,265.1316758775379
图2-3.jpg,3,41.8092746227023,99.44023349655396,3.191337046842097,222.75618386609605
图2-3.jpg,4,99.99999999997374,145.6073731679001,2.1030272927988287,277.69032063390904
图2-3.jpg,5,90.83025107945792,45.68049853423468,-0.44154493273806783,250.94299861731943
图2-4.jpg,1,34.42492395314455,149.99999999999906,0.3992544860227626,206.13237999831136
图2-4.jpg,2,48.21929946944631,149.9999996558664,-0.35600341473420105,221.89896553005454
图2-4.jpg,3,68.37962679095553,90.73527673376176,-2.9130823692757373,218.00134370495456
图2-4.jpg,4,66.36909053885576,63.30603779728197,-0.557603867874037,228.5420910215634
图2-4.jpg,5,43.34183797993918,70.21456789681352,1.7724394943978408,273.87334660605654
图2-5.jpg,1,33.96866375430359,52.256302014539294,-6.283185299071839,211.81280514360742
图2-5.jpg,2,99.99999999881221,133.95400839277033,2.1631936351164733,247.683390822554
图2-5.jpg,3,99.99999999999999,70.54205105454527,1.5221629671603503,244.20191735015746
图2-5.jpg,4,53.71138785733774,91.92359005577416,-2.9319902728234384,214.12504820833743
图2-5.jpg,5,89.70140827387755,56.471231436451106,0.5133328638164106,217.0452246136251
图2-6.jpg,1,32.536590908818624,149.99999999999997,2.0502189252447454,265.6714043477489
图2-6.jpg,2,13.85911660693027,149.99999999418245,1.833437894492964,235.69761533984303
图2-6.jpg,3,99.49123532048404,149.9999999999997,0.6175792254220639,213.60106075729632
图2-6.jpg,4,89.18084433470551,54.2750577957472,-4.700779993627298,260.102734575552
图2-6.jpg,5,59.89156874804555,44.966991103534355,-6.283185307178603,207.7352517337293
图2-7.jpg,1,47.82219948316595,76.11874459296567,-3.8157537716342675,202.32265026119276
图2-7.jpg,2,48.045245453687215,98.72717074850388,-2.374324007046564,227.2540996823775
图2-7.jpg,3,84.53343845215785,49.91133360434161,0.6541840730902956,205.7848414403099
图2-7.jpg,4,63.149529967750496,149.9999999995474,2.4785435283004578,263.9030289326509
图2-7.jpg,5,66.1248937417717,89.34651283063656,-3.0230203762200856,200.1726803625796
图2-8.jpg,1,65.64294389120836,60.67559927285992,-2.412373059988191,263.74197210940684
图2-8.jpg,2,3.4430664031835314,126.53350250729216,3.0989189745252377,298.0668780142628
图2-8.jpg,3,39.345088120737394,87.94093975511288,-0.24600681249043171,254.6060581639273
图2-8.jpg,4,99.99999999999999,52.46824248661205,-3.586099409684519,272.58060351124027
图2-8.jpg,5,40.44511758401964,149.99999999975122,0.8238786969225537,266.607918717138
图2-9.jpg,1,58.24242778509453,53.58894220316689,-4.925016673808889,246.5185199271743
图2-9.jpg,2,64.41733240831134,45.026843323891484,-2.5041773119440403,275.7229284770987
图2-9.jpg,3,67.27474462697775,60.07512444193315,0.6673739452919492,274.2520189848863
图2-9.jpg,4,85.48092390433081,75.79583130059969,-1.9471032891108182,265.50279722762866
图2-9.jpg,5,84.00221512331083,65.72339164437948,-2.11250561955451,208.60653213245925
图2-10.jpg,1,37.41536551877762,149.99999999993804,-1.5199469068960665,261.93790965498613
图2-10.jpg,2,12.853812656250446,149.99999999945123,-0.050841988992107796,318.7947981196528
图2-10.jpg,3,47.16135792420756,66.46107760527853,-0.6108042521772242,244.03946891666013
图2-10.jpg,4,32.29836032404463,149.99999999994066,-1.1824651354548223,282.56829684264085
图2-10.jpg,5,68.95177950397579,92.67133105997286,-0.16955779369607277,234.06880025405297
